book_id,title,category,page_count,webp_prefix,source_relative_path,meta_source,author,dynasty,pub_year,publisher,edition_type,pub_place
gufan00110,濤园集4卷.01.沈瑜庆撰.民國9年（1920）铅印本,海外馆藏汉籍,146,book/gufan00110/,,none,,,民国9年,,铅印本,
gufan00110_2,濤园集4卷.02.沈瑜庆撰.民國9年（1920）铅印本,海外馆藏汉籍,162,book/gufan00110_2/,,none,,,民国9年,,铅印本,
gufan00111,舊京诗存8卷.01.孙雄撰.民國20年（1931）铅印本,海外馆藏汉籍,166,book/gufan00111/,,none,,,民国20年,,铅印本,京
gufan00111_2,舊京诗存8卷.02.孙雄撰.民國20年（1931）铅印本,海外馆藏汉籍,192,book/gufan00111_2/,,none,,,民国20年,,铅印本,京
gufan00114,云在山房骈文诗词选.杨壽楠撰.民國铅印本,海外馆藏汉籍,88,book/gufan00114/,,none,,,,,铅印本,
gufan00116,范伯子诗集9卷.02.清.范當世撰.民國22年（1933）浙西徐氏校刊本,海外馆藏汉籍,154,book/gufan00116/,,rule,范当世,清,民国22年,,刻本,浙
gufan00116_2,范伯子诗集9卷.03.清.范當世撰.民國22年（1933）浙西徐氏校刊本,海外馆藏汉籍,172,book/gufan00116_2/,,rule,范当世,清,民国22年,,刻本,浙
gufan00116_3,范伯子诗集9卷.04.清.范當世撰.民國22年（1933）浙西徐氏校刊本,海外馆藏汉籍,148,book/gufan00116_3/,,rule,范当世,清,民国22年,,刻本,浙
gufan00117,周易古史观2卷附录1卷.01.胡朴安撰.民國31年（1942）铅印本,海外馆藏汉籍,178,book/gufan00117/,,none,,,民国31年,,铅印本,
gufan00117_2,周易古史观2卷附录1卷.02.胡朴安撰.民國31年（1942）铅印本,海外馆藏汉籍,170,book/gufan00117_2/,,none,,,民国31年,,铅印本,
gufan00118,香宋词.清.赵熙撰.民國6年（1917）刊本,海外馆藏汉籍,152,book/gufan00118/,,rule,赵熙,清,民国6年,,刻本,
gufan00122,味闲堂词钞.清.陶然撰.民國18年（1929）中华书局铅印本,海外馆藏汉籍,78,book/gufan00122/,,rule,陶然,清,民国18年,中华书局,铅印本,
gufan00124,中國文人畫之研究.陈衡恪撰.民國11年（1922）铅印本,海外馆藏汉籍,106,book/gufan00124/,,none,,,民国11年,,铅印本,
gufan00125,越缦堂诗续集10卷.清.李慈铭撰.民國24年（1935）上海商务印书馆铅印本,海外馆藏汉籍,242,book/gufan00125/,,rule,李慈铭,清,民国24年,商务印书馆,铅印本,越
gufan00126,粤两生集：弱盦诗2卷弱盦词1卷.清.朱祖谋辑.民國10年（1921）刊本,海外馆藏汉籍,238,book/gufan00126/,,rule,朱祖谋,清,民国10年,,刻本,粤
gufan03,數术记遗.一卷.汉.徐嶽撰.北周.甄鸾注.明崇祯时期汲古阁刊本,经史子集,21,book/gufan03/,,rule,甄鸾,汉,,明崇祯时期汲古阁,刻本,
gufan04,汉杂事祕辛.一卷.汉.阙名撰.明崇祯时期汲古阁刊本,经史子集,14,book/gufan04/,,rule,阙名,汉,,明崇祯时期汲古阁,刻本,
gufan1013641,ID1013641.拟山园初集.七十一卷.王子.二卷.明.王铎.撰.明崇祯时期刊本,经史子集,1989,book/gufan1013641/,,rule,,明,,,刻本,
gufan11,灵寶真灵位业图.一卷.梁.陶弘景撰.明崇祯时期汲古阁刊本,经史子集,45,book/gufan11/,,rule,陶弘景,南朝,,明崇祯时期汲古阁,刻本,
gufan12,The Chinese opium-smoker.烟片侵蚀晚清中國.12幅插图.1880年,经史子集,19,book/gufan12/,,none,,,清中,,,
gufan15,益部方物略记.一卷.宋.宋祁撰.明崇祯时期汲古阁刊本,经史子集,18,book/gufan15/,,rule,宋祁,宋,,明崇祯时期汲古阁,刻本,
gufan1599,Hofkleiderbuch des Herzogs Wilhelm IV.und Albrecht V.巴伐利亚公爵威廉四世和艾伯特五世宫廷服饰书.1599年,经史子集,289,book/gufan1599/,,none,,,1599年,,,
gufan1900,Hurrah for the life of a sailor.Fifty years in the Royal Navy.BY William Robert Kennedy.英文.1900年,经史子集,215,book/gufan1900/,,none,,,1900年,,,
gufan1902,Jimmy Crow.By Edith Francis Foster. Boston Dana Estes 1902,经史子集,96,book/gufan1902/,,none,,,,,,
gufan1911,Our old nursery rhymes.Augener.and.G.Schirmer.1911年,经史子集,74,book/gufan1911/,,none,,,1911年,,,
gufan1912,Grosses betes & petites betes.by.Andre Helle.1912年,经史子集,52,book/gufan1912/,,none,,,1912年,,,
gufan1924,Javanese batik designs from metal stamps.爪哇蜡染图案.by.Albert Buell Lewis.1924年菲尔德自然史博物馆出版,经史子集,33,book/gufan1924/,,none,,,1924年,,,
gufan1924_2,Block prints from India for textiles.印度纺织版畫.by.Albert Buell Lewis.1924年菲尔德自然史博物馆出版,经史子集,32,book/gufan1924_2/,,none,,,1924年,,,
gufan_1013642,Scribal pattern book.Bock.Gregorius.中世纪文艺复兴时期,经史子集,56,book/gufan_1013642/,,none,,,,,,
gufan_1173,钦定四库全书.零本.子部.墨客挥犀.卷一至卷五.清乾隆时期文澜阁抄本,经史子集,50,book/gufan_1173/,,rule,,清,,清乾隆时期文澜阁,抄本,
gufan_1174,钦定四库全书.零本.子部.扬子法言.十卷.清乾隆时期文源阁抄本,经史子集,102,book/gufan_1174/,,rule,,清,,,抄本,
gufan_19243,My Very First Little German Book,经史子集,36,book/gufan_19243/,,none,,,,,,
gufan_19244,Little Ann and other poems.by Jane and Ann Taylor.illustrated by Kate Greenaway,经史子集,72,book/gufan_19244/,,none,,,,,,
gufan_19245,Compendium of Cosmography.Pedro de Medina,经史子集,27,book/gufan_19245/,,none,,,,,,
gwbyj,古文褒異集記十四卷【明】汪定國評輯 汪貞士等校 明崇禎年就刊本-哈佛大學图书馆藏,哈佛大学藏汉籍,1003,book/gwbyj/,,rule,,明,,,刻本,
gwclz,古文辭类纂.七十四卷.清.姚鼐纂集.清道光时期合河康绍镛刊本,经史子集,920,book/gwclz/,,rule,,清,,,刻本,
gwf,古文范.四卷.清末民初.吴闿生撰.民國十六年文學社刊本,经史子集,416,book/gwf/,,none,,,清末,,刻本,吴
gwgz,古文观止.六卷.清.吴楚材等辑.清光绪二十八年善成堂刊本,经史子集,337,book/gwgz/,,rule,吴楚材,清,,,刻本,吴
gwhze,古文鴻藻二十卷（合諸名家點評）【明】黃士京輯 清初刊本-哈佛大學图书馆藏,哈佛大学藏汉籍,1069,book/gwhze/,,rule,,明,清初,,刻本,京
gwxyy1716,古文析義一六卷【清】林雲銘 出版商：文選樓（西元1716年）-哈佛大學图书馆藏,哈佛大学藏汉籍,1272,book/gwxyy1716/,,rule,,清,1716年,,,
gwyj01,古文渊鉴.卷01至卷32.总64卷.清圣祖选.徐乾學编.清康熙49年武英殿刻五色套印本.1710年,经史子集,1316,book/gwyj01/,,none,,,清康熙49年,清康熙49年武英殿,套印本,
gwyj33,古文渊鉴.卷33至卷64.总64卷.清圣祖选.徐乾學编.清康熙49年武英殿刻五色套印本.1710年,经史子集,1560,book/gwyj33/,,none,,,清康熙49年,清康熙49年武英殿,套印本,
gwyx,古文约选.清.胤禮编.方苞选.清雍正十一年果亲王府刊本,经史子集,1129,book/gwyx/,,rule,胤礼,清,,,刻本,
gwyx01,古文约选.第01至11册.总二十四册.清.胤禮编.方苞选.清雍正十一年刊本,经史子集,523,book/gwyx01/,,rule,胤礼,清,,,刻本,
gwyx12,古文约选.第12至24册.总二十四册.清.胤禮编.方苞选.清雍正十一年刊本,经史子集,605,book/gwyx12/,,rule,胤礼,清,,,刻本,
gwzhb,广文字會寶.不分卷.明朱文治辑.明萬历时期闽建书林叶见远刻本,经史子集,512,book/gwzhb/,,rule,朱文治,明,,明万历时期闽建书林,刻本,闽
gxjct,古先君臣图鉴.附小传古赞.明代,经史子集,296,book/gxjct/,,none,,,,,,
gxswj,归先生文集.三十二卷.明.归有光著.明萬历四年昆山翁良瑜雨金堂刊本,经史子集,631,book/gxswj/,,rule,归有光,明,,,刻本,
gxwzw_2,觀象玩占五十卷【唐】李淳風撰 許明元寫 明抄本-哈佛大學图书馆藏,哈佛大学藏汉籍,1167,book/gxwzw_2/,,rule,李淳風,唐,,,抄本,
gxynz1875,光绪元年致日本开拓判官照會册.直隶津海关道.清光绪元年稿本.1875年,经史子集,41,book/gxynz1875/,,none,,,1875年,,稿本,
gxzsz1911,闺秀正始再续集初编.单士厘辑.归安钱氏.1911年活字聚珍仿宋本,经史子集,790,book/gxzsz1911/,,none,,,1911年,,,
gy,國语.二十一卷.三國吴.韦昭注.存十四卷（一至六.十至十七）.明嘉靖七年金李泽远堂刊本.普清,经史子集,225,book/gy/,,catalog,韦昭注,三国,,,刻本,吴
gy_2,國语.二十一卷.三國吴.韦昭注.明嘉靖四年许宗鲁宜靜书堂刊本,经史子集,382,book/gy_2/,,catalog,韦昭注,三国,,明嘉靖四年许宗鲁宜静书堂,刻本,吴
gy_3,古言.上下卷.明.郑晓撰.明嘉靖四十四年序刊本,经史子集,140,book/gy_3/,,rule,郑晓,明,,,刻本,
gy_4,國语.二十一卷.宋庠.序.明萬历时期吴勉學校正本,经史子集,237,book/gy_4/,,catalog,韦昭注,三国,,,,
gyby,國语补音.三卷.宋.宋庠.撰.薛锐.校勘.宋孝宗时严州刊本.臺北故宫博物院藏,经史子集,87,book/gyby/,,rule,,宋,,,刻本,
gycj12,公羊传12卷.汉.何休解诂.谷梁传12卷.晉.范宁集解,经史子集,441,book/gycj12/,,rule,,晋,,,,
gycs01,古逸丛书01.卷首.尔雅三卷.晉.郭璞.注.据覆宋蜀大字本景刊,经史子集,102,book/gycs01/,,rule,,晋,,,,
gycs01_2,古逸丛书01.敘目卷首.尔雅三卷.晉.郭璞.注.据覆宋蜀大字本景刊,经史子集,102,book/gycs01_2/,,rule,,晋,,,,
gycs05,古逸丛书05.孝经一卷.唐.玄宗.注.据日本舊钞卷子本景刊,经史子集,30,book/gycs05/,,rule,,唐,,,,
gycs05_2,古逸丛书05.孝经一卷.唐.玄宗.注.据日本舊钞卷子本景刊,经史子集,30,book/gycs05_2/,,rule,,唐,,,,
gycs06,古逸丛书06.老子道德经二卷.魏.王弼.注.据集唐字本景刊,经史子集,82,book/gycs06/,,rule,,晋,,,,
gycs06_2,古逸丛书06.老子道德经二卷.魏.王弼.注.据集唐字本景刊,经史子集,82,book/gycs06_2/,,rule,,晋,,,,
gycs10,古逸丛书10.尚书释音二卷.唐.陆德明.撰.据日本景钞宋大字本景刊,经史子集,39,book/gycs10/,,rule,,唐,,,,
gycs10_2,古逸丛书10.尚书释音二卷.唐.陆德明.撰.据日本景钞宋大字本景刊,经史子集,39,book/gycs10_2/,,rule,,唐,,,,
gycs11,古逸丛书11.玉篇殘四卷.又二卷.梁.顾野王.撰.据日本舊钞卷子本景刊,经史子集,144,book/gycs11/,,rule,,南朝,,,,
gycs11_2,古逸丛书11.玉篇殘四卷.又二卷.梁.顾野王.撰.据日本舊钞卷子本景刊,经史子集,144,book/gycs11_2/,,rule,,南朝,,,,
gycs16,古逸丛书16.雕玉集殘二卷.阙名.撰.据日本舊钞卷子本景刊,经史子集,59,book/gycs16/,,none,,,,,,
gycs16_2,古逸丛书16.雕玉集殘二卷.阙名.撰.据日本舊钞卷子本景刊,经史子集,59,book/gycs16_2/,,none,,,,,,
gycs17,古逸丛书17.姓解三卷.宋.邵思.撰.据北宋本景刊,经史子集,68,book/gycs17/,,rule,,宋,,,,
gycs17_2,古逸丛书17.姓解三卷.宋.邵思.撰.据北宋本景刊,经史子集,68,book/gycs17_2/,,rule,,宋,,,,
gycs18,古逸丛书18.韵镜一卷.阙名.撰.据日本永祿本景刊,经史子集,56,book/gycs18/,,none,,,,,,
gycs18_2,古逸丛书18.韵镜一卷.阙名.撰.据日本永祿本景刊,经史子集,56,book/gycs18_2/,,none,,,,,,
gycs19,古逸丛书19.日本國见在书目录一卷.日本.藤原佐世.撰.据日本舊钞卷子本景刊,经史子集,50,book/gycs19/,,none,,,,,,
gycs19_2,古逸丛书19.日本國见在书目录一卷.日本.藤原佐世.撰.据日本舊钞卷子本景刊,经史子集,50,book/gycs19_2/,,none,,,,,,
gycs20,古逸丛书20.史略六卷.宋.高似孙.撰.据宋本景刊,经史子集,133,book/gycs20/,,rule,,宋,,,,
gycs20_2,古逸丛书20.史略六卷.宋.高似孙.撰.据宋本景刊,经史子集,133,book/gycs20_2/,,rule,,宋,,,,
gycs21,古逸丛书21.汉书食货志一卷.汉.班固.撰.唐.颜师古.注.据唐寫本景刊,经史子集,49,book/gycs21/,,rule,,唐,,,写本,
gycs21_2,古逸丛书21.汉书食货志一卷.汉.班固.撰.唐.颜师古.注.据唐寫本景刊,经史子集,49,book/gycs21_2/,,rule,,唐,,,写本,
gycs22,古逸丛书22.急就篇一卷.汉.史游.撰.据日本小岛知足仿唐石经體寫本景刊,经史子集,23,book/gycs22/,,rule,,汉,,,写本,
gycs22_2,古逸丛书22.急就篇一卷.汉.史游.撰.据日本小岛知足仿唐石经體寫本景刊,经史子集,23,book/gycs22_2/,,rule,,汉,,,写本,
gycs24,古逸丛书24.碣石调幽兰一卷丘明.撰.据日本舊钞卷子本景刊,经史子集,17,book/gycs24/,,none,,,,,,
gycs24_2,古逸丛书24.碣石调幽兰一卷丘明.撰.据日本舊钞卷子本景刊,经史子集,17,book/gycs24_2/,,none,,,,,,
gycs25,古逸丛书25.天臺山记一卷.唐.徐灵府.撰.据日本舊钞卷子本景刊,经史子集,22,book/gycs25/,,rule,,唐,,,,
gycs25_2,古逸丛书25.天臺山记一卷.唐.徐灵府.撰.据日本舊钞卷子本景刊,经史子集,22,book/gycs25_2/,,rule,,唐,,,,
gycs26,古逸丛书26.太平寰宇记殘六卷.宋.乐史.撰.据宋本景刊,经史子集,76,book/gycs26/,,rule,,宋,,,,
gycs26_2,古逸丛书26.太平寰宇记殘六卷.宋.乐史.撰.据宋本景刊,经史子集,76,book/gycs26_2/,,rule,,宋,,,,
gyf,古乐府.十卷.元.左克明编.明新安王文元校刊本,经史子集,353,book/gyf/,,rule,左克明,元,,,刻本,
gyjj,國语集解.二十一卷.吴韦昭解.杨树达集解.稿本,经史子集,1016,book/gyjj/,,none,,,,,稿本,吴
gylbj,格言联璧节钞.清.金兰生撰.清同治九年济南文友堂刊本,经史子集,25,book/gylbj/,,rule,金兰生,清,,,刻本,
gylsj4,高阳李氏家谱清嘉庆4年钞本,经史子集,178,book/gylsj4/,,none,,,清嘉庆4年,,抄本,
gymym,廣韻【明】佚名 明初刊本-哈佛大學图书馆藏,哈佛大学藏汉籍,42,book/gymym/,,rule,,明,,,刻本,
gysj1,耕餘剩技.蹶张心法.1卷.长枪法选1卷.单刀法选1卷.明程宗猷著.道光22刊.聚文堂藏板,经史子集,91,book/gysj1/,,rule,程宗猷,明,,,,
gyszb,古逸詩載八卷【清】麻三衡輯 方以智定 清初刊本-哈佛大學图书馆藏,哈佛大学藏汉籍,280,book/gyszb/,,rule,,清,清初,,刻本,
gytej1273,廣輿圖二卷【明】朱思本（1273-1335）朱思本撰 羅洪先補訂 出版商：韓君恩 杜思 明嘉靖45年（西元1556年）-哈佛大學图书馆藏,哈佛大学藏汉籍,221,book/gytej1273/,,rule,,明,明嘉靖45年,,,
gz,管子.二十四卷.管仲撰.明.凌汝亨辑评.明萬历四十八年凌氏朱墨套印本,经史子集,495,book/gz/,,catalog,尹知章注,唐,,,套印本,
gz_2,管子.二十四卷.管仲撰.房玄龄注.刘绩增注.明萬历十年赵用贤刊本,经史子集,567,book/gz_2/,,catalog,尹知章注,唐,,,刻本,
gzfby,顾仲方百咏图谱.二卷.笔花樓新聲（新词图谱）.一卷.明.顾正谊绘.明萬历二十六年安正堂刘雙松刊本,经史子集,155,book/gzfby/,,rule,,明,,,刻本,
gzhtz30,改正绘图字學良知.梁秋田绘.清光绪30年羊城通艺局再版.1904年,经史子集,23,book/gzhtz30/,,none,,,清光绪30年,,,
gzjes,古杂剧二十种.书內版畫.明.王骥德编.明萬历年时期顾曲斋刻本,经史子集,31,book/gzjes/,,rule,王骥德,明,,,刻本,
gzxyq,改正西洋钱谱.龙桥撰,经史子集,57,book/gzxyq/,,none,,,,,,
gzymh29,古奏議【明】黃汝亨 出版商：吳德聚 明萬曆辛丑29年（西元1601年）-哈佛大學图书馆藏,哈佛大学藏汉籍,489,book/gzymh29/,,rule,,明,1601年,,,
hawc,晦庵文抄.七卷.明.吴讷编.明宣德五年刊本,经史子集,132,book/hawc/,,rule,吴讷,明,,,刻本,吴
haxsw,晦庵先生文集.前集十一卷.后集十八卷.宋.朱熹.撰.宋淳熙绍熙间福建刊本,经史子集,395,book/haxsw/,,rule,,宋,,,刻本,
haxsy,晦庵先生语录大纲领.十卷.附录三卷.南宋.朱熹撰.宋刻本,经史子集,241,book/haxsy/,,rule,朱熹,宋,,,刻本,
hclqt,皇朝禮器图式.彩绘零页.清內府绘本,经史子集,47,book/hclqt/,,none,,,,,,
hclqt_2,皇朝禮器图式.彩绘零页.清內府绘本,经史子集,42,book/hclqt_2/,,none,,,,,,
hclsj13,海藏樓诗13卷.01.郑孝胥撰.民國3年（1914）武昌刊本,海外馆藏汉籍,124,book/hclsj13/,,none,,,民国3年,,刻本,
hclsj13_2,海藏樓诗13卷.02.郑孝胥撰.民國3年（1914）武昌刊本,海外馆藏汉籍,162,book/hclsj13_2/,,none,,,民国3年,,刻本,
hclsj13_3,海藏樓诗13卷.03.郑孝胥撰.民國3年（1914）武昌刊本,海外馆藏汉籍,140,book/hclsj13_3/,,none,,,民国3年,,刻本,
hclsj13_4,海藏樓诗13卷.04.郑孝胥撰.民國3年（1914）武昌刊本,海外馆藏汉籍,156,book/hclsj13_4/,,none,,,民国3年,,刻本,
hclsj_135,韩昌黎诗集编年笺注.十二卷.清.方世举撰.清乾隆二十三年德州卢氏雅雨堂刊本,经史子集,447,book/hclsj_135/,,rule,方世举,清,,,刻本,
hctxb,环翠堂新编投桃记.二卷.明汪廷讷撰.民國.王立承精钞本,经史子集,95,book/hctxb/,,rule,汪廷讷,民国,,,抄本,
hcxzg_3854d830,四部丛刊续编 汉丞相诸葛忠武侯传,四部丛刊续编,82,book/hcxzg_3854d830/,,catalog,诸葛亮,三国,,,,
hcyml,皇朝遗民录,经史子集,24,book/hcyml/,,none,,,,,,
hcyss_e4abd305,四部丛刊三编 胡曾咏史诗,四部丛刊三编,94,book/hcyss_e4abd305/,,catalog,胡曾,唐,,,,
hdmsj1644_2,蝴蝶媒四卷，十六回【清】南嶽道人編 青溪醉客評 清順治（1644-1661）-哈佛大學图书馆藏,哈佛大学藏汉籍,173,book/hdmsj1644_2/,,rule,,清,,,,
hdxsj1,河东先生集.序.凡例.目录及卷1-15.唐.柳宗元著.南宋咸淳年间廖莹中世彩堂校刊本,经史子集,454,book/hdxsj1/,,catalog,柳宗元,唐,,,刻本,
hdxsj45,河东先生集.45卷.外集.龙城录.附录.各2卷.集传.1卷.柳宗元撰.廖莹中注.明嘉靖时期郭云鹏济美堂翻刻宋廖氏世彩堂本,经史子集,1337,book/hdxsj45/,,catalog,柳宗元,唐,,,,
hexcp,红萼轩词牌.清.孔传铎.辑.清康熙时期孔府家刊本,经史子集,80,book/hexcp/,,rule,,清,,,刻本,
hfrsj_93cad8ec,四部丛刊三编 皇甫冉诗集2-1,四部丛刊三编,116,book/hfrsj_93cad8ec/,,catalog,皇甫冉,唐,,,,
hfrsj_e028c51d,四部丛刊三编 皇甫冉诗集2-2,四部丛刊三编,118,book/hfrsj_e028c51d/,,catalog,皇甫冉,唐,,,,
hftj2,洪范图解.2册.明韩邦奇撰.明正德16年朝邑知县王道刊本.1521年,经史子集,62,book/hftj2/,,rule,韩邦奇,明,明正德16年,,刻本,
hfz,韩非子.二十卷.附韩非子识误.三卷.清.顾广圻校勘.清嘉庆二十三年影刻宋乾道黃三八郎本,经史子集,315,book/hfz/,,catalog,韩非,战国,,,,
hfzj,洪范政鉴.十二卷.宋仁宗赵祯撰.宋淳熙十三年內府寫本.有修复,经史子集,653,book/hfzj/,,rule,仁宗赵祯,宋,,,写本,
hgjh01,汇古菁华.卷01至06.总二十四卷.明.张國玺.刘一相编.明萬历二十四年山阳知县何际可刊本,经史子集,263,book/hgjh01/,,rule,刘一相,明,,,刻本,
hgjh07,汇古菁华.卷07至09.总二十四卷.明.张國玺.刘一相编.明萬历二十四年山阳知县何际可刊本,经史子集,198,book/hgjh07/,,rule,刘一相,明,,,刻本,
hgjh10,汇古菁华.卷10至19.总二十四卷.明.张國玺.刘一相编.明萬历二十四年山阳知县何际可刊本,经史子集,803,book/hgjh10/,,rule,刘一相,明,,,刻本,
hgjh20,汇古菁华.卷20至24.总二十四卷.明.张國玺.刘一相编.明萬历二十四年山阳知县何际可刊本,经史子集,193,book/hgjh20/,,rule,刘一相,明,,,刻本,
hhj,淮海集.四十卷.附长短句.后集.宋.秦观著.南宋乾道高邮军學刊本,经史子集,479,book/hhj/,,rule,秦观,宋,,,刻本,
hhlcs10,湖海樓丛书.清陈春.辑.第10册.清嘉庆十四至二十四年刊本,经史子集,80,book/hhlcs10/,,none,,,,,刻本,
hhlcs12,湖海樓丛书.清陈春.辑.第12册.清嘉庆十四至二十四年刊本,经史子集,70,book/hhlcs12/,,none,,,,,刻本,
hhlcs16,湖海樓丛书.清陈春.辑.第16册.清嘉庆十四至二十四年刊本,经史子集,62,book/hhlcs16/,,none,,,,,刻本,
hhlcs17,湖海樓丛书.清陈春.辑.第17册.清嘉庆十四至二十四年刊本,经史子集,74,book/hhlcs17/,,none,,,,,刻本,
hhlcs18,湖海樓丛书.清陈春.辑.第18册.清嘉庆十四至二十四年刊本,经史子集,68,book/hhlcs18/,,none,,,,,刻本,
hhlcs25,湖海樓丛书.清陈春.辑.第25册.清嘉庆十四至二十四年刊本,经史子集,56,book/hhlcs25/,,none,,,,,刻本,
hhlcs26,湖海樓丛书.清陈春.辑.第26册.清嘉庆十四至二十四年刊本,经史子集,70,book/hhlcs26/,,none,,,,,刻本,
hhlcs27,湖海樓丛书.清陈春.辑.第27册.清嘉庆十四至二十四年刊本,经史子集,52,book/hhlcs27/,,none,,,,,刻本,
hhlcs28,湖海樓丛书.清陈春.辑.第28册.清嘉庆十四至二十四年刊本,经史子集,50,book/hhlcs28/,,none,,,,,刻本,
hhlcs3,湖海樓丛书.清陈春.辑.第3册.清嘉庆十四至二十四年刊本,经史子集,82,book/hhlcs3/,,none,,,,,刻本,
hhlcs34,湖海樓丛书.清陈春.辑.第34册.清嘉庆十四至二十四年刊本,经史子集,72,book/hhlcs34/,,none,,,,,刻本,
hhlcs37,湖海樓丛书.清陈春.辑.第37册.清嘉庆十四至二十四年刊本,经史子集,78,book/hhlcs37/,,none,,,,,刻本,
hhlcs38,湖海樓丛书.清陈春.辑.第38册.清嘉庆十四至二十四年刊本,经史子集,78,book/hhlcs38/,,none,,,,,刻本,
hhlcs41,湖海樓丛书.清陈春.辑.第41册.清嘉庆十四至二十四年刊本,经史子集,54,book/hhlcs41/,,none,,,,,刻本,
hhlcs42,湖海樓丛书.清陈春.辑.第42册.清嘉庆十四至二十四年刊本,经史子集,70,book/hhlcs42/,,none,,,,,刻本,
hhlcs44,湖海樓丛书.清陈春.辑.第44册.清嘉庆十四至二十四年刊本,经史子集,54,book/hhlcs44/,,none,,,,,刻本,
hhlcs45,湖海樓丛书.清陈春.辑.第45册.清嘉庆十四至二十四年刊本,经史子集,60,book/hhlcs45/,,none,,,,,刻本,
hhlcs48,湖海樓丛书.清陈春.辑.第48册.清嘉庆十四至二十四年刊本,经史子集,84,book/hhlcs48/,,none,,,,,刻本,
hhlcs53,湖海樓丛书.清陈春.辑.第53册.清嘉庆十四至二十四年刊本,经史子集,64,book/hhlcs53/,,none,,,,,刻本,
hhlcs54,湖海樓丛书.清陈春.辑.第54册.清嘉庆十四至二十四年刊本,经史子集,72,book/hhlcs54/,,none,,,,,刻本,
hhlcs56,湖海樓丛书.清陈春.辑.第56册.清嘉庆十四至二十四年刊本,经史子集,70,book/hhlcs56/,,none,,,,,刻本,
hhlcs58,湖海樓丛书.清陈春.辑.第58册.清嘉庆十四至二十四年刊本,经史子集,78,book/hhlcs58/,,none,,,,,刻本,
hhlcs59,湖海樓丛书.清陈春.辑.第59册.清嘉庆十四至二十四年刊本,经史子集,64,book/hhlcs59/,,none,,,,,刻本,
hhlcs60,湖海樓丛书.清陈春.辑.第60册.清嘉庆十四至二十四年刊本,经史子集,72,book/hhlcs60/,,none,,,,,刻本,
hhs,后汉书.纪十卷.志三十卷.南朝刘宋.范晔.著.南宋庆元时期建安黃善夫刻.刘元起刊本,经史子集,753,book/hhs/,,catalog,范晔,南朝,,,刻本,
hhs01,后汉书.传.卷01至29.八十卷.南朝刘宋.范晔.著.南宋庆元时期建安黃善夫刻.刘元起刊本,经史子集,660,book/hhs01/,,catalog,范晔,南朝,,,刻本,
hhs30,后汉书.传.卷30至56.八十卷.南朝刘宋.范晔.著.南宋庆元时期建安黃善夫刻.刘元起刊本,经史子集,673,book/hhs30/,,catalog,范晔,南朝,,,刻本,
hhs57,后汉书.传.卷57至80.八十卷.南朝刘宋.范晔.著.南宋庆元时期建安黃善夫刻.刘元起刊本,经史子集,664,book/hhs57/,,catalog,范晔,南朝,,,刻本,
hhsbz01,后汉书补志.卷01至09.总三十卷.原题梁.刘昭.注补.南宋绍兴间刊本.蝴蝶裝,经史子集,178,book/hhsbz01/,,catalog,范晔,南朝,,,刻本,
hhsbz10,后汉书补志.卷10至18.总三十卷.原题梁.刘昭.注补.南宋绍兴间刊本.蝴蝶裝,经史子集,147,book/hhsbz10/,,catalog,范晔,南朝,,,刻本,
hhsbz19,后汉书补志.卷19至30.总三十卷.原题梁.刘昭.注补.南宋绍兴间刊本.蝴蝶裝,经史子集,187,book/hhsbz19/,,catalog,范晔,南朝,,,刻本,
hhspp100_2,後漢書批評100卷 范曄撰 【明】顧起元圈點批註 明萬曆己未47年刊本（西元1619年）-哈佛大學图书馆藏,哈佛大学藏汉籍,1968,book/hhspp100_2/,,rule,,明,1619年,,刻本,
hhyjm_2,黃河營記名外尾冊 清鈔本-哈佛大學图书馆藏,哈佛大学藏汉籍,105,book/hhyjm_2/,,none,,,,,,
hj_1a95a2c9,四部丛刊续编 汗简,四部丛刊续编,203,book/hj_1a95a2c9/,,catalog,郭忠恕,宋,,,,
hjj,花间集.四卷.五代后蜀.赵崇祚编.明.汤显祖评.明末乌程闵氏朱墨套印刊本,经史子集,177,book/hjj/,,rule,赵崇祚,明,明末,,刻本,蜀
hjswj14,滑稽诗文集.初编.樊增祥撰.民國14年（1925）广益书局铅印本,海外馆藏汉籍,74,book/hjswj14/,,none,,,民国14年,广益书局,铅印本,
hjswj14_2,滑稽诗文集.续编.樊增祥撰.民國14年（1925）广益书局铅印本,海外馆藏汉籍,66,book/hjswj14_2/,,none,,,民国14年,广益书局,铅印本,
hkfld,合刻繁露大戴太玄.春秋繁露.董仲舒撰.附太玄集事.扬雄撰.明天启时期陆氏峥霄馆刊本,经史子集,84,book/hkfld/,,none,,,,,刻本,
hksdy,汇刻三代遗书.六种.二十八卷.明.赵标编.明萬历二十二年大名知府涂时相刊本,经史子集,509,book/hksdy/,,rule,赵标,明,,,刻本,
hlj,火龙经.上中下卷.不著撰人.清道光二十年袖石轩刊本,经史子集,121,book/hlj/,,none,,,,,刻本,
hlm,红樓梦.八十卷.清.曹霑撰.清朱格抄本.甲辰本.脂晉本.梦觉主人序本,经史子集,1346,book/hlm/,,rule,曹霑,清,,,抄本,
hlm1,红樓梦.清.曹霑撰.存1至40回.清乾隆五十四年京师虎林舒元炜序钞本,经史子集,638,book/hlm1/,,rule,曹霑,清,,,抄本,京
