book_id,book_title,library_final,collection,req_no,part,old_page_count,pan_dir_id_status,bucket,webp_status,webp_prefix,source_url,source_root,source_relative_path,author
fuji-RB00002344,古医法発蒙 巻3のみ 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/10,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002344/,,fujikawa,fujikawa/fuji-RB00002344,加賀山翼著
fuji-RB00002345,梧陰雑記余 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/5,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002345/,,fujikawa,fujikawa/fuji-RB00002345,清川梧陰著
fuji-RB00002346,梧陰銷間雑記 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/6,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002346/,,fujikawa,fujikawa/fuji-RB00002346,清川梧陰著
fuji-RB00002347,行医八事図 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/136,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002347/,,fujikawa,fujikawa/fuji-RB00002347,丁雄飛撰
fuji-RB00002348,広益妙法集 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/138,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002348/,,fujikawa,fujikawa/fuji-RB00002348,五大菴可一著
fuji-RB00002353,口科叢書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/142,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002353/,,fujikawa,fujikawa/fuji-RB00002353,
fuji-RB00002357,広恵済急方 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/146,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002357/,,fujikawa,fujikawa/fuji-RB00002357,多紀元徳(藍渓)編・多紀元簡(櫟窓)校
fuji-RB00002359,肯綮録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/147,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002359/,,fujikawa,fujikawa/fuji-RB00002359,宮崎彜(立元)著
fuji-RB00002362,皇国医林伝 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/225,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002362/,,fujikawa,fujikawa/fuji-RB00002362,畑惟龍著
fuji-RB00002365,攷痧壷斑 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/155,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002365/,,fujikawa,fujikawa/fuji-RB00002365,石上淳著
fuji-RB00002366,広参説 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/42,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002366/,,fujikawa,fujikawa/fuji-RB00002366,小野蘭山(職博)著
fuji-RB00002368,香字抄 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/152,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002368/,,fujikawa,fujikawa/fuji-RB00002368,
fuji-RB00002369,敖氏傷寒金鏡録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/153,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002369/,,fujikawa,fujikawa/fuji-RB00002369,敖氏原、杜清碧著、薛巳校、未明閲
fuji-RB00002370,敖氏傷寒金鏡録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,シ/257,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002370/,,fujikawa,fujikawa/fuji-RB00002370,(元)杜本著・(明)薛巳校
fuji-RB00002372,工私貌爾觚 30巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/154,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002372/,,fujikawa,fujikawa/fuji-RB00002372,
fuji-RB00002375,黄鐘録 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/157,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002375/,,fujikawa,fujikawa/fuji-RB00002375,山崎克明著
fuji-RB00002377,口歯類要 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/158,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002377/,,fujikawa,fujikawa/fuji-RB00002377,(明)薛巳撰
fuji-RB00002378,項髄疫説 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/159,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002378/,,fujikawa,fujikawa/fuji-RB00002378,(独)カンスタット著・(蘭)ジュッソー訳・新宮涼民(義慎)・新宮涼閣(義健)重訳
fuji-RB00002381,好生緒言 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/229,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002381/,,fujikawa,fujikawa/fuji-RB00002381,賀屋敬(恭安)著
fuji-RB00002385,香泉日鈔 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/165,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002385/,,fujikawa,fujikawa/fuji-RB00002385,多紀元胤(柳沜)抄録
fuji-RB00002386,栲窓医考 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/230,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002386/,,fujikawa,fujikawa/fuji-RB00002386,喜多村栲窓(直寛)著
fuji-RB00002387,行蔵居方林 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/168,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002387/,,fujikawa,fujikawa/fuji-RB00002387,
fuji-RB00002391,口中科伝書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/170,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002391/,,fujikawa,fujikawa/fuji-RB00002391,
fuji-RB00002392,口中之書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/171,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002392/,,fujikawa,fujikawa/fuji-RB00002392,
fuji-RB00002394,〔口中病症図〕 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/243,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002394/,,fujikawa,fujikawa/fuji-RB00002394,
fuji-RB00002395,口中備要方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/172,,6,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002395/,,fujikawa,fujikawa/fuji-RB00002395,
fuji-RB00002399,皇朝医史 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/226,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002399/,,fujikawa,fujikawa/fuji-RB00002399,浅田惟庸(直民)著
fuji-RB00002400,皇朝諸家治験集要 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/227,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002400/,,fujikawa,fujikawa/fuji-RB00002400,山田椿庭(業広)著
fuji-RB00002402,黄帝蝦蟇経 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/175,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002402/,,fujikawa,fujikawa/fuji-RB00002402,多紀元胤(柳沜)輯
fuji-RB00002404,黄帝蝦蟇経 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/177,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002404/,,fujikawa,fujikawa/fuji-RB00002404,多紀元胤(柳沜)輯
fuji-RB00002410,黄帝内経素問講義 12巻(巻1欠) 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/181,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002410/,,fujikawa,fujikawa/fuji-RB00002410,喜多村栲窓(直寛、士栗)
fuji-RB00002411,黄帝内経素問呉註 24巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ソ/37,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002411/,,fujikawa,fujikawa/fuji-RB00002411,(明)呉崑註
fuji-RB00002414,黄帝内経素問要語 9巻序目1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/183,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002414/,,fujikawa,fujikawa/fuji-RB00002414,竹中敬(通庵)集註・竹中通軒・山田巽等校
fuji-RB00002415,黄帝内経明堂 巻1 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/184,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002415/,,fujikawa,fujikawa/fuji-RB00002415,(唐)揚上善
fuji-RB00002418,黄帝内経霊枢要語 9巻(巻1欠) 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/187,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002418/,,fujikawa,fujikawa/fuji-RB00002418,竹中敬(通庵)集註・竹中通軒・山田巽等校
fuji-RB00002420,口病秘訣 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/192,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002420/,,fujikawa,fujikawa/fuji-RB00002420,間中一安伝
fuji-RB00002421,口病療法秘伝書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/193,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002421/,,fujikawa,fujikawa/fuji-RB00002421,
fuji-RB00002423,黄扁性理真誥 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/194,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002423/,,fujikawa,fujikawa/fuji-RB00002423,味岡三伯著
fuji-RB00002426,効方集 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/231,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002426/,,fujikawa,fujikawa/fuji-RB00002426,
fuji-RB00002427,膏方便覧 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/197,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002427/,,fujikawa,fujikawa/fuji-RB00002427,華岡青洲(震)著
fuji-RB00002431,恒民粋 5巻(巻3欠) 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/199,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002431/,,fujikawa,fujikawa/fuji-RB00002431,
fuji-RB00002435,紅毛膏方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/206,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002435/,,fujikawa,fujikawa/fuji-RB00002435,吉雄耕牛(永章)述・沢遜撰次
fuji-RB00002436,紅毛膏薬方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/232,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002436/,,fujikawa,fujikawa/fuji-RB00002436,吉雄耕牛(永章)述
fuji-RB00002441,紅毛秘伝外科療治集 5巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/208,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002441/,,fujikawa,fujikawa/fuji-RB00002441,中村宗璵著
fuji-RB00002442,紅毛油薬方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/202,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002442/,,fujikawa,fujikawa/fuji-RB00002442,
fuji-RB00002443,紅毛流膏薬方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/235,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002443/,,fujikawa,fujikawa/fuji-RB00002443,吉雄耕牛(永章)訳・桜井育万校
fuji-RB00002447,香薬抄 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/209,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002447/,,fujikawa,fujikawa/fuji-RB00002447,
fuji-RB00002449,公余医録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,シ/50,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002449/,,fujikawa,fujikawa/fuji-RB00002449,(明)陳念祖(修園)撰
fuji-RB00002450,香要鈔 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/211,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002450/,,fujikawa,fujikawa/fuji-RB00002450,
fuji-RB00002451,孔楽実症考学 写 和大 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/212,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002451/,,fujikawa,fujikawa/fuji-RB00002451,
fuji-RB00002453,合類経験秘録 6巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/213,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002453/,,fujikawa,fujikawa/fuji-RB00002453,御厨景恒編
fuji-RB00002455,合類鍼法奇貨 5巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/214,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002455/,,fujikawa,fujikawa/fuji-RB00002455,渡辺秀富著
fuji-RB00002465,古易察病伝 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/12,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002465/,,fujikawa,fujikawa/fuji-RB00002465,新井白蛾(祐登)伝・(僧)便道筆記
fuji-RB00002468,古易病断 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/15,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002468/,,fujikawa,fujikawa/fuji-RB00002468,新井白蛾(祐登)著
fuji-RB00002469,五家方函 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/16,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002469/,,fujikawa,fujikawa/fuji-RB00002469,
fuji-RB00002472,五急活法 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/19,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002472/,,fujikawa,fujikawa/fuji-RB00002472,度会常辰著
fuji-RB00002473,嘘吸説 1巻附2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/20,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002473/,,fujikawa,fujikawa/fuji-RB00002473,鈴木正誼編
fuji-RB00002474,〔五行医書〕 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/240,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002474/,,fujikawa,fujikawa/fuji-RB00002474,
fuji-RB00002479,国字演義医王耆娑伝 5巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,ツ/3,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002479/,,fujikawa,fujikawa/fuji-RB00002479,鹿鳴野人(都賀庭鐘)訳・白沙後生校
fuji-RB00002483,国字痘疹戒草 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/23,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002483/,,fujikawa,fujikawa/fuji-RB00002483,池田独美(錦橋)著
fuji-RB00002493,古今医書目録 4巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/218,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002493/,,fujikawa,fujikawa/fuji-RB00002493,大高知道(元喆)編
fuji-RB00002494,古今医統大全 100巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/28,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002494/,,fujikawa,fujikawa/fuji-RB00002494,(明)徐春甫撰
fuji-RB00002498,古今精選眼科方筌 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/31,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002498/,,fujikawa,fujikawa/fuji-RB00002498,中目道珣著
fuji-RB00002499,古今導引集 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/32,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002499/,,fujikawa,fujikawa/fuji-RB00002499,大久保道古編・宮脇仲策(養陽子)校
fuji-RB00002500,古今病名考 巻3のみ 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/216,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002500/,,fujikawa,fujikawa/fuji-RB00002500,
fuji-RB00002502,(重訂)古今方彙 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/34,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002502/,,fujikawa,fujikawa/fuji-RB00002502,甲賀通元(健斎)校・望月三英(乗)重訂
fuji-RB00002506,古今幼科摘要 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/38,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002506/,,fujikawa,fujikawa/fuji-RB00002506,下津寿泉著
fuji-RB00002508,古今養性録 15巻序目1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/40,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002508/,,fujikawa,fujikawa/fuji-RB00002508,竹中敬(通庵)撰・竹中厚編次・山田巽校正
fuji-RB00002514,胡椒説 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/45,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002514/,,fujikawa,fujikawa/fuji-RB00002514,足立長雋著
fuji-RB00002515,古診脈説 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/46,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002515/,,fujikawa,fujikawa/fuji-RB00002515,岡宗益(寿道)著
fuji-RB00002526,五蔵論 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/57,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002526/,,fujikawa,fujikawa/fuji-RB00002526,
fuji-RB00002528,子そだて草 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/51,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002528/,,fujikawa,fujikawa/fuji-RB00002528,小池貞景著
fuji-RB00002530,児玉流目療法 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/59,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002530/,,fujikawa,fujikawa/fuji-RB00002530,
fuji-RB00002540,骨経 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/63,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002540/,,fujikawa,fujikawa/fuji-RB00002540,石坂宗哲(永教)著
fuji-RB00002545,骨度正穴考図 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/65,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002545/,,fujikawa,fujikawa/fuji-RB00002545,岡田静黙(子成)著
fuji-RB00002546,骨度正誤図説 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/66,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002546/,,fujikawa,fujikawa/fuji-RB00002546,村上親方(宗占)著
fuji-RB00002550,骨度要覧 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/71,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002550/,,fujikawa,fujikawa/fuji-RB00002550,小幡玄二著
fuji-RB00002552,護痘錦嚢 4巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/73,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002552/,,fujikawa,fujikawa/fuji-RB00002552,石塚尹(汶上)著
fuji-RB00002554,後藤家秘書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/75,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002554/,,fujikawa,fujikawa/fuji-RB00002554,
fuji-RB00002565,古方区別 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/82,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002565/,,fujikawa,fujikawa/fuji-RB00002565,
fuji-RB00002566,(弘済館蔵方)古方験録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/83,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002566/,,fujikawa,fujikawa/fuji-RB00002566,
fuji-RB00002569,古方枢要 9巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/87,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002569/,,fujikawa,fujikawa/fuji-RB00002569,関屋仲敏(嶺南)口授・服部由之等筆記
fuji-RB00002571,(経験)古方節義 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/220,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002571/,,fujikawa,fujikawa/fuji-RB00002571,内島保定(伏陽)著・岡瑞鑑(土州)校
fuji-RB00002573,古方大意 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/90,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002573/,,fujikawa,fujikawa/fuji-RB00002573,国林丈庵著
fuji-RB00002575,古方便覧 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/92,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002575/,,fujikawa,fujikawa/fuji-RB00002575,吉益東洞(為則)校閲・六角重任(毅夫)筆記
fuji-RB00002582,古方薬品目録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/100,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002582/,,fujikawa,fujikawa/fuji-RB00002582,
fuji-RB00002586,古脈法図解 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/104,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002586/,,fujikawa,fujikawa/fuji-RB00002586,村山維益著
fuji-RB00002592,革列亜没爾爸斯説 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/106,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002592/,,fujikawa,fujikawa/fuji-RB00002592,(バタビア国)勃微爾著・宇田川榕菴(榕)訳
fuji-RB00002595,コレラ病論 前編のみ 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/109,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002595/,,fujikawa,fujikawa/fuji-RB00002595,新宮涼民(義慎)・大村恭・新宮涼閣(義健)著
fuji-RB00002600,可列刺莫児蒲期経験 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,カ/189,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002600/,,fujikawa,fujikawa/fuji-RB00002600,
fuji-RB00002616,(安政)箇労痢流行記 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/120,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002616/,,fujikawa,fujikawa/fuji-RB00002616,金屯道人(仮名垣魯文)著
fuji-RB00002617,(安政)箇労痢流行記 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/121,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002617/,,fujikawa,fujikawa/fuji-RB00002617,金屯道人(仮名垣魯文)著
fuji-RB00002618,虎狼痢療法抄 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/122,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002618/,,fujikawa,fujikawa/fuji-RB00002618,緒方洪菴(章)抄訳
fuji-RB00002620,困学医言続編 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/124,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002620/,,fujikawa,fujikawa/fuji-RB00002620,石塚尹喜淑(尹、汶上)編
fuji-RB00002626,艮山吉益養寿院経験方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,コ/131,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002626/,,fujikawa,fujikawa/fuji-RB00002626,
fuji-RB00002639,済世三方 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/9,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002639/,,fujikawa,fujikawa/fuji-RB00002639,(独)フーヘランド著・(蘭)ハーゲマン訳・杉田信(成卿)重訳
fuji-RB00002640,済世速効方 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/11,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002640/,,fujikawa,fujikawa/fuji-RB00002640,古林見宜(正温)著
fuji-RB00002641,済生備考 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/12,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002641/,,fujikawa,fujikawa/fuji-RB00002641,杉田成卿(信)著
fuji-RB00002646,採品録 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/14,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002646/,,fujikawa,fujikawa/fuji-RB00002646,小野蘭山著・喜多村槐園(直)・成田三郎補
fuji-RB00002648,済民記 3巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/19,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002648/,,fujikawa,fujikawa/fuji-RB00002648,曲直瀬道三著
fuji-RB00002650,済民日用大全 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/21,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002650/,,fujikawa,fujikawa/fuji-RB00002650,太田春斎著
fuji-RB00002665,雑記 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/31,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002665/,,fujikawa,fujikawa/fuji-RB00002665,秦宗巴著
fuji-RB00002666,雑書 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/32,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002666/,,fujikawa,fujikawa/fuji-RB00002666,
fuji-RB00002676,雑病考 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/40,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002676/,,fujikawa,fujikawa/fuji-RB00002676,広岡文台口授
fuji-RB00002688,察病須知 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/50,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002688/,,fujikawa,fujikawa/fuji-RB00002688,南部樸(海蔵)編
fuji-RB00002689,察病須知 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/177,,4,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002689/,,fujikawa,fujikawa/fuji-RB00002689,南部樸(海蔵)編
fuji-RB00002697,雑病弁要 2巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/60,,2,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002697/,,fujikawa,fujikawa/fuji-RB00002697,浅田宗伯(惟常)著
fuji-RB00002714,左伝医事抜鈔 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/70,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002714/,,fujikawa,fujikawa/fuji-RB00002714,
fuji-RB00002745,産家成解 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/98,,5,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002745/,,fujikawa,fujikawa/fuji-RB00002745,兼児元隣著
fuji-RB00002797,産前産後秘伝書 1巻 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/190,,1,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002797/,,fujikawa,fujikawa/fuji-RB00002797,
fuji-RB00002822,産方保護 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,サ/162,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002822/,,fujikawa,fujikawa/fuji-RB00002822,梅田知之著
fuji-RB00002848,四花膏盲図説 日本·京都大學圖書館,日本·京都大學富士川文庫,overseas,シ/3,,3,有(但页数不足),B_123有残件不足,done,book/fuji-RB00002848/,,fujikawa,fujikawa/fuji-RB00002848,春鶴堂主人編
